Date_1,Beach_Park_Closed,Temp,N_Customers
2016-01-01 00:00:00,1,15.9888281017297,803.04433437389
2016-01-01 01:00:00,1,16.2291554485158,769.059392549065
2016-01-01 02:00:00,1,14.7092026028877,817.114950065368
2016-01-01 03:00:00,1,16.69351387227,774.768974235965
2016-01-01 04:00:00,1,14.1377096098701,746.048346387696
2016-01-01 05:00:00,1,14.3055017562292,771.896110555282
2016-01-01 06:00:00,1,14.801920944772,766.898348413861
2016-01-01 07:00:00,1,13.5031412755952,764.0415074423
2016-01-01 08:00:00,1,13.4946985207584,772.74727577555
2016-01-01 09:00:00,1,14.1939949233821,827.040282249083
2016-01-01 10:00:00,1,15.8343026963643,764.85599078593
2016-01-01 11:00:00,1,18.12813867521,710.780132686553
2016-01-01 12:00:00,1,17.5610262619989,819.504574069534
2016-01-01 13:00:00,1,17.0547163699243,738.580228687389
2016-01-01 14:00:00,1,19.0260388803872,879.461065426937
2016-01-01 15:00:00,1,18.4692268667957,762.180887510729
2016-01-01 16:00:00,1,17.7872463356526,824.727235765394
2016-01-01 17:00:00,1,17.4500008130002,716.443643692947
2016-01-01 18:00:00,1,15.5014193671374,726.107761553321
2016-01-01 19:00:00,1,15.5393501673156,807.133828607808
2016-01-01 20:00:00,1,14.1479280711731,884.278578106059
2016-01-01 21:00:00,1,13.4290438864103,966.411911687913
2016-01-01 22:00:00,1,13.5043803013342,980.557906804445
2016-01-01 23:00:00,1,12.5408139674869,833.343786130265
2016-01-02 00:00:00,1,12.9074520226472,906.579672065159
2016-01-02 01:00:00,1,12.9092106460983,924.969975038331
2016-01-02 02:00:00,1,12.6415633250105,885.33266661681
2016-01-02 03:00:00,1,11.9415918090765,888.713779726525
2016-01-02 04:00:00,1,11.8525218484639,885.222470128405
2016-01-02 05:00:00,1,12.5643365362154,865.581778586353
2016-01-02 06:00:00,1,12.8206286931893,865.181220476485
2016-01-02 07:00:00,1,15.2209111925911,908.099853599277
2016-01-02 08:00:00,1,12.510154948986,901.844675205817
2016-01-02 09:00:00,1,15.0751510032111,898.657339596622
2016-01-02 10:00:00,1,15.4469630244422,928.389110492501
2016-01-02 11:00:00,1,16.1730892417817,864.060852129552
2016-01-02 12:00:00,1,15.8012381378542,868.481176229778
2016-01-02 13:00:00,1,14.6371908641134,912.47729278113
2016-01-02 14:00:00,1,15.0666731743144,892.2384062389
2016-01-02 15:00:00,1,15.5615683814327,865.974595275076
2016-01-02 16:00:00,1,15.1909945353377,863.575053438338
2016-01-02 17:00:00,1,15.8473411587129,903.949723203279
2016-01-02 18:00:00,1,14.0879395636242,904.600093048425
2016-01-02 19:00:00,1,16.487456443987,868.836416295009
2016-01-02 20:00:00,1,16.2451186737156,938.261765489134
2016-01-02 21:00:00,1,14.9762151076508,1055.96801163939
2016-01-02 22:00:00,1,15.6075605197158,1000.35156821327
2016-01-02 23:00:00,1,15.3653137279121,916.297276237852
2016-01-03 00:00:00,1,14.9139098073235,900.433039109166
2016-01-03 01:00:00,1,15.5918068122722,972.861977715463
2016-01-03 02:00:00,1,16.3335772577005,935.310651446962
2016-01-03 03:00:00,1,15.4792716549898,937.256289495248
2016-01-03 04:00:00,1,15.4828870512807,955.13453647644
2016-01-03 05:00:00,1,15.7503528247373,855.641088839814
2016-01-03 06:00:00,1,16.0223308867177,909.275411458282
2016-01-03 07:00:00,1,16.5189194868479,945.310822351947
2016-01-03 08:00:00,1,15.1768804632138,942.576577936397
